PLAYER,POS,TEAM,OPP,START,SAL,FPTS,VAL,FPTS L5,VAL L5,FPTS AVG,VAL AVG,WEATHER
Danny Santana,OF,TEX,@HOU,,2700,0.0,0.0,4.2,1.6,7.6,2.8,In Dome
Bret Boswell,2B,COL,SF,,2500,0.0,0.0,0.0,0.0,0.0,0.0,W 3 R-L
Alan Trejo,SS,COL,SF,,2500,0.0,0.0,0.0,0.0,0.0,0.0,W 3 R-L
John Nogowski,C1,STL,@CIN,,2000,0.0,0.0,3.0,1.5,3.0,1.5,W 7 Out
Jose Godoy,C1,STL,@CIN,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 7 Out
Evan Mendoza,3B,STL,@CIN,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 7 Out
Jordan Walker,3B,STL,@CIN,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 7 Out
Masyn Winn,SS,STL,@CIN,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 7 Out
Devin Mann,2B,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 Out
Miguel Vargas,3B,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 Out
Brett Baty,3B,NYM,@BAL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Simon Muzziotti,OF,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Nick Martini,OF,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Willians Astudillo,C1,MIN,CWS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 R-L
CJ Abrams,SS,SD,@LAA,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 7 Out
Malcom Nunez,3B,STL,@CIN,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 7 Out
Jhon Torres,OF,STL,@CIN,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 7 Out
Brandon Crawford,SS,SF,@COL,,3100,0.0,0.0,20.2,6.5,8.8,2.8,W 3 R-L
Scott Kingery,OF,PHI,WAS,,2200,0.0,0.0,7.6,3.5,3.8,1.7,W 8 Out
Beau Taylor,C1,CLE,@KC,,2000,0.0,0.0,3.8,1.9,2.7,1.4,W 4 R-L
Jonathan Davis,OF,TOR,@MIA,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Max Moroff,SS,NYM,@BAL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Andrew Stevenson,OF,WAS,@PHI,,2000,0.0,0.0,4.1,2.0,4.1,2.0,W 8 Out
Brandon Belt,C1,SF,@COL,,3700,0.0,0.0,13.5,3.6,10.4,2.8,W 3 R-L
Alex Jackson,C1,ATL,@BOS,,2000,0.0,0.0,1.8,0.9,1.8,0.9,W 10 R-L
Christian Arroyo,2B,BOS,ATL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 10 R-L
Nick Williams,OF,CIN,STL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 7 Out
Monte Harrison,OF,MIA,TOR,,2000,0.0,0.0,6.2,3.1,4.3,2.2,In Dome
Max Stassi,C1,LAA,SD,,2200,0.0,0.0,3.7,1.7,8.0,3.7,W 7 Out
Ronald Torreyes,SS,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Austin Dean,OF,STL,@CIN,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 7 Out
Bryan Holaday,C1,BAL,NYM,,2000,0.0,0.0,3.1,1.6,3.5,1.8,W 9 Out
Rougned Odor,2B,TEX,@HOU,,2500,0.0,0.0,0.6,0.2,5.9,2.4,In Dome
Austin Martin,3B,TOR,@MIA,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Jake Vogel,OF,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 Out
Edward Olivares,OF,KC,CLE,,2000,0.0,0.0,1.2,0.6,4.6,2.3,W 4 R-L
Tucupita Marcano,3B,SD,@LAA,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 7 Out
Webster Rivas,C1,SD,@LAA,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 7 Out
Giancarlo Stanton,OF,NYY,TB,,3600,0.0,0.0,9.9,2.7,12.2,3.4,W 9 R-L
Drew Butera,C1,COL,SF,,2500,0.0,0.0,2.8,1.1,3.3,1.3,W 3 R-L
Mitch Garver,C1,MIN,CWS,,2400,0.0,0.0,1.8,0.8,5.1,2.1,W 8 R-L
Travis Swaggerty,C1,PIT,CHC,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Domingo Santana,OF,CLE,@KC,,2400,0.0,0.0,5.8,2.4,6.3,2.6,W 4 R-L
Mikie Mahtook,OF,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Raudy Read,C1,WAS,@PHI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Austin Hays,OF,BAL,NYM,,2500,0.0,0.0,8.7,3.5,6.7,2.7,W 9 Out
Tomas Nido,C1,NYM,@BAL,,2300,0.0,0.0,13.3,5.8,11.7,5.1,W 9 Out
Josh Phegley,C1,CHC,@PIT,,2000,0.0,0.0,4.4,2.2,3.4,1.7,W 8 Out
Hernan Perez,3B,CHC,@PIT,,2000,0.0,0.0,1.0,0.5,1.0,0.5,W 8 Out
Robinson Chirinos,C1,NYM,@BAL,,2000,0.0,0.0,3.0,1.5,3.8,1.9,W 9 Out
Tyler Heineman,C1,SF,@COL,,2600,0.0,0.0,2.4,0.9,4.9,1.9,W 3 R-L
Erick Mejia,SS,KC,CLE,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 4 R-L
Alex Bregman,3B,HOU,TEX,,3500,0.0,0.0,6.7,1.9,11.3,3.2,In Dome
Mike Zunino,C1,TB,@NYY,,2000,0.0,0.0,3.0,1.5,6.1,3.1,W 9 R-L
Dwight Smith,OF,BAL,NYM,,2300,0.0,0.0,2.4,1.1,7.1,3.1,W 9 Out
Ozzie Albies,2B,ATL,@BOS,,2600,0.0,0.0,2.5,1.0,6.9,2.7,W 10 R-L
Gleyber Torres,SS,NYY,TB,,2700,0.0,0.0,5.5,2.1,6.6,2.4,W 9 R-L
Harold Castro,2B,DET,@MIL,,2000,0.0,0.0,9.2,4.6,4.1,2.1,In Dome
Robert Hassell,OF,SD,@LAA,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 7 Out
Chadwick Tromp,C1,SF,@COL,,2800,0.0,0.0,1.3,0.5,5.7,2.1,W 3 R-L
Scott Schebler,OF,ATL,@BOS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 10 R-L
Caleb Joseph,C1,TOR,@MIA,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Tommy Pham,OF,SD,@LAA,,2800,0.0,0.0,7.4,2.6,9.0,3.2,W 7 Out
Chris Owings,OF,COL,SF,,2500,0.0,0.0,6.3,2.5,6.8,2.7,W 3 R-L
Robel Garcia,OF,CIN,STL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 7 Out
Zach Green,3B,SF,@COL,,2500,0.0,0.0,0.0,0.0,0.0,0.0,W 3 R-L
Kyle Farmer,2B,CIN,STL,,2000,0.0,0.0,2.5,1.3,4.5,2.2,W 7 Out
Nicky Delmonico,OF,CWS,@MIN,,2000,0.0,0.0,4.5,2.3,3.6,1.8,W 8 R-L
Zach McKinstry,2B,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 Out
Kevin Cron,C1,ARI,@LAD,,2000,0.0,0.0,0.6,0.3,1.1,0.6,W 6 Out
Aaron Judge,OF,NYY,TB,,4000,0.0,0.0,12.5,3.1,15.6,3.9,W 9 R-L
Billy Hamilton,OF,NYM,@BAL,,2000,0.0,0.0,3.1,1.6,2.5,1.3,W 9 Out
Albert Almora,OF,CHC,@PIT,,2000,0.0,0.0,2.5,1.3,1.7,0.8,W 8 Out
Zack Collins,C1,CWS,@MIN,,2000,0.0,0.0,2.4,1.2,1.7,0.9,W 8 R-L
Nick Senzel,OF,CIN,STL,,2700,0.0,0.0,13.2,4.9,9.2,3.4,W 7 Out
Tyler Stephenson,C1,CIN,STL,,2000,0.0,0.0,31.4,15.7,31.4,15.7,W 7 Out
Bradley Zimmer,OF,CLE,@KC,,2100,0.0,0.0,2.4,1.1,4.8,2.3,W 4 R-L
Adolis Garcia,OF,TEX,@HOU,,2000,0.0,0.0,1.0,0.5,1.0,0.5,In Dome
Chance Sisco,C1,BAL,NYM,,2600,0.0,0.0,3.6,1.4,8.4,3.2,W 9 Out
Estevan Florial,OF,NYY,TB,,2000,0.0,0.0,3.0,1.5,3.0,1.5,W 9 R-L
Nick Gonzales,SS,PIT,CHC,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Aaron Whitefield,OF,MIN,CWS,,2000,0.0,0.0,1.1,0.5,1.1,0.5,W 8 R-L
Israel Pineda,C1,WAS,@PHI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Drew Mendoza,3B,WAS,@PHI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Jeremy De La Rosa,OF,WAS,@PHI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Patrick Bailey,C1,SF,@COL,,2500,0.0,0.0,0.0,0.0,0.0,0.0,W 3 R-L
Santiago Chavez,C1,MIA,TOR,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Carson Taylor,C1,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 Out
Anthony Garcia,OF,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 Out
Manny Pina,C1,MIL,DET,,2300,0.0,0.0,1.2,0.5,6.4,2.8,In Dome
Terrance Gore,OF,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 Out
Matt Wieters,C1,STL,@CIN,,2000,0.0,0.0,0.6,0.3,0.5,0.3,W 7 Out
Phillip Ervin,OF,CIN,STL,,2100,0.0,0.0,0.0,0.0,2.7,1.3,W 7 Out
David Dahl,OF,COL,SF,,3000,0.0,0.0,0.6,0.2,6.3,2.1,W 3 R-L
Rosell Herrera,OF,NYY,TB,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 R-L
Michael Hermosillo,OF,LAA,SD,,2000,0.0,0.0,4.4,2.2,3.1,1.6,W 7 Out
Keibert Ruiz,C1,LAD,ARI,,2000,0.0,0.0,10.9,5.4,10.9,5.4,W 6 Out
Ramon Urias,2B,BAL,NYM,,2000,0.0,0.0,0.8,0.4,0.8,0.4,W 9 Out
Joe McCarthy,OF,SF,@COL,,2500,0.0,0.0,0.0,0.0,0.0,0.0,W 3 R-L
Connor Joe,C1,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 6 Out
Tyler Freeman,SS,CLE,@KC,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 4 R-L
Jordan Brewer,OF,HOU,TEX,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Taylor Ward,3B,LAA,SD,,2000,0.0,0.0,0.0,0.0,3.5,1.8,W 7 Out
Matt Thaiss,3B,LAA,SD,,2000,0.0,0.0,3.1,1.5,3.1,1.5,W 7 Out
Andres Gimenez,2B,NYM,@BAL,,2100,0.0,0.0,6.9,3.3,6.1,2.9,W 9 Out
Elias Diaz,C1,COL,SF,,2700,0.0,0.0,2.4,0.9,3.0,1.1,W 3 R-L
Luis Alexander Basabe,OF,SF,@COL,,2500,0.0,0.0,0.0,0.0,0.0,0.0,W 3 R-L
Carter Kieboom,3B,WAS,@PHI,,2100,0.0,0.0,4.3,2.1,6.6,3.1,W 8 Out
Bo Bichette,SS,TOR,@MIA,,3500,0.0,0.0,26.9,7.7,15.8,4.5,In Dome
Korey Lee,C1,HOU,TEX,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Bobby Witt,SS,KC,CLE,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 4 R-L
Ryon Healy,C1,MIL,DET,,2000,0.0,0.0,1.0,0.5,1.0,0.5,In Dome
Matt Davidson,C1,CIN,STL,,2300,0.0,0.0,2.7,1.2,6.6,2.9,W 7 Out
Daniel Johnson,OF,CLE,@KC,,2000,0.0,0.0,0.6,0.3,1.0,0.5,W 4 R-L
Salvador Perez,C1,KC,CLE,,2800,0.0,0.0,8.8,3.1,9.5,3.4,W 4 R-L
Ryan Lavarnway,C1,MIA,TOR,,2000,0.0,0.0,2.4,1.2,2.4,1.2,In Dome
Ryan Goins,3B,CWS,@MIN,,2000,0.0,0.0,1.2,0.6,1.1,0.6,W 8 R-L
Yandy Diaz,3B,TB,@NYY,,2500,0.0,0.0,8.2,3.3,8.4,3.4,W 9 R-L
Dawel Lugo,3B,DET,@MIL,,2000,0.0,0.0,2.5,1.3,2.5,1.2,In Dome
Michael Papierski,C1,HOU,TEX,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Colton Shaver,C1,HOU,TEX,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Nick Tanielu,3B,HOU,TEX,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
DJ Stewart,OF,BAL,NYM,,2000,0.0,0.0,1.8,0.9,2.3,1.1,W 9 Out
Curt Casali,C1,CIN,STL,,2300,0.0,0.0,13.1,5.7,9.1,4.0,W 7 Out
Matt Kemp,OF,COL,SF,,3300,0.0,0.0,7.6,2.3,7.6,2.3,W 3 R-L
Billy McKinney,OF,TOR,@MIA,,2000,0.0,0.0,4.6,2.3,4.6,2.3,In Dome
Cheslor Cuthbert,C1,CWS,@MIN,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 R-L
Willie Calhoun,OF,TEX,@HOU,,2200,0.0,0.0,5.8,2.6,4.4,2.0,In Dome
Greg Jones,SS,TB,@NYY,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 R-L
Moises Gomez,OF,TB,@NYY,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 R-L
Davis Wendzel,3B,TEX,@HOU,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Gabriel Moreno,C1,TOR,@MIA,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Daniel Murphy,C1,COL,SF,,3100,0.0,0.0,4.9,1.6,7.1,2.3,W 3 R-L
Pablo Sandoval,C1,SF,@COL,,2600,0.0,0.0,3.1,1.2,4.0,1.5,W 3 R-L
Ryan McMahon,2B,COL,SF,,3300,0.0,0.0,4.3,1.3,9.3,2.8,W 3 R-L
Andrew Benintendi,OF,BOS,ATL,,2500,0.0,0.0,4.3,1.7,5.2,2.1,W 10 R-L
