PLAYER,POS,TEAM,OPP,START,SAL,FPTS,VAL,FPTS L5,VAL L5,FPTS AVG,VAL AVG,WEATHER
Jose Osuna,C1,PIT,CWS,,2100,0.0,0.0,4.5,2.1,3.9,1.8,W 6 In
Seth Brown,C1,OAK,HOU,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Jake Fraley,OF,SEA,@SF,,2400,0.0,0.0,7.9,3.3,8.6,3.6,W 9 Out
Austin Shenton,3B,SEA,@SF,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Kaden Polcovich,2B,SEA,@SF,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Zach DeLoach,OF,SEA,@SF,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Tyler Keenan,3B,SEA,@SF,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Brian O'Keefe,C1,SEA,@SF,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Braden Bishop,OF,SEA,@SF,,2100,0.0,0.0,6.9,3.3,5.4,2.6,W 9 Out
Tim Lopes,OF,SEA,@SF,,2200,0.0,0.0,5.8,2.6,6.7,3.0,W 9 Out
Mallex Smith,OF,SEA,@SF,,2000,0.0,0.0,3.7,1.9,3.9,2.0,W 9 Out
Sam Haggerty,C1,SEA,@SF,6,3000,0.0,0.0,5.5,1.9,10.7,3.6,W 9 Out
Tucupita Marcano,3B,SD,COL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 L-R
Webster Rivas,C1,SD,COL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 L-R
Luis Campusano,C1,SD,COL,,2000,0.0,0.0,12.5,6.2,12.5,6.2,W 9 L-R
Greg Allen,OF,SD,COL,,2000,0.0,0.0,7.4,3.7,4.9,2.4,W 9 L-R
Robert Hassell,OF,SD,COL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 L-R
Eric Hosmer,C1,SD,COL,,3500,0.0,0.0,5.1,1.5,12.2,3.5,W 9 L-R
CJ Abrams,SS,SD,COL,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 L-R
Tommy Pham,OF,SD,COL,,2800,0.0,0.0,7.4,2.6,9.0,3.2,W 9 L-R
Logan Wyatt,C1,SF,SEA,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Donovan Walton,SS,SEA,@SF,,2000,0.0,0.0,3.0,1.5,3.0,1.5,W 9 Out
Joe Hudson,C1,SEA,@SF,,2000,0.0,0.0,1.8,0.9,1.7,0.8,W 9 Out
Joe McCarthy,OF,SF,SEA,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Zach Green,3B,SF,SEA,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Will Wilson,SS,SF,SEA,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Luis Toribio,3B,SF,SEA,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Steven Duggar,OF,SF,SEA,,2000,0.0,0.0,0.0,0.0,2.2,1.1,W 9 Out
Tyler Heineman,C1,SF,SEA,,2000,0.0,0.0,2.4,1.2,4.9,2.5,W 9 Out
Jaylin Davis,OF,SF,SEA,,2000,0.0,0.0,6.2,3.1,6.2,3.1,W 9 Out
Patrick Bailey,C1,SF,SEA,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Willie Calhoun,OF,TEX,LAA,,2200,0.0,0.0,5.8,2.6,4.4,2.0,In Dome
Yadiel Rivera,C1,TEX,LAA,,2000,0.0,0.0,1.5,0.8,1.5,0.8,In Dome
Davis Wendzel,3B,TEX,LAA,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Rob Refsnyder,OF,TEX,LAA,,2000,0.0,0.0,3.1,1.5,3.1,1.5,In Dome
Rougned Odor,2B,TEX,LAA,,2500,0.0,0.0,0.6,0.2,5.9,2.4,In Dome
Adolis Garcia,OF,TEX,LAA,,2000,0.0,0.0,1.0,0.5,1.0,0.5,In Dome
Danny Santana,OF,TEX,LAA,,2700,0.0,0.0,4.2,1.6,7.6,2.8,In Dome
