PLAYER,POS,TEAM,OPP,START,SAL,FPTS,VAL,FPTS L5,VAL L5,FPTS AVG,VAL AVG,WEATHER
Jose Martinez,OF,CHC,@PIT,,2500,0.0,0.0,2.6,1.0,6.6,2.7,W 2 L-R
Alex Bregman,3B,HOU,TEX,,3500,0.0,0.0,6.7,1.9,11.3,3.2,In Dome
Carter Kieboom,3B,WAS,@PHI,,2100,0.0,0.0,4.3,2.1,6.6,3.1,W 8 Out
Erick Mejia,SS,KC,CWS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 L-R
Taylor Jones,C1,HOU,TEX,,2200,0.0,0.0,6.8,3.1,6.7,3.1,In Dome
Yermin Mercedes,C1,CWS,@KC,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 L-R
Howie Kendrick,2B,WAS,@PHI,,2800,0.0,0.0,8.7,3.1,8.2,2.9,W 8 Out
Brett Baty,3B,NYM,NYY,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Simon Muzziotti,OF,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Jake Meyers,OF,HOU,TEX,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Jakson Reetz,C1,WAS,@PHI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Yadiel Hernandez,OF,WAS,@PHI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Jose Rojas,2B,LAA,SD,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Hernan Perez,3B,CHC,@PIT,,2000,0.0,0.0,1.0,0.5,1.0,0.5,W 2 L-R
Andrew Stevenson,OF,WAS,@PHI,,2000,0.0,0.0,4.1,2.0,4.1,2.0,W 8 Out
Giancarlo Stanton,OF,NYY,@NYM,,3600,0.0,0.0,9.9,2.7,12.2,3.4,W 8 Out
Erik Kratz,C1,NYY,@NYM,,2000,0.0,0.0,4.9,2.5,4.6,2.3,W 8 Out
Israel Pineda,C1,WAS,@PHI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Drew Mendoza,3B,WAS,@PHI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Jeremy De La Rosa,OF,WAS,@PHI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Austin Martin,3B,TOR,@BOS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 4 R-L
Jake Vogel,OF,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 5 Out
Yadiel Rivera,C1,TEX,@HOU,,2000,0.0,0.0,1.5,0.8,1.5,0.8,In Dome
Ian Miller,OF,CHC,@PIT,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 2 L-R
Edward Olivares,OF,KC,CWS,,2000,0.0,0.0,1.2,0.6,4.6,2.3,W 8 L-R
Scott Heineman,OF,TEX,@HOU,,2000,0.0,0.0,1.9,0.9,4.8,2.4,In Dome
Connor Joe,C1,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 5 Out
Michael Papierski,C1,HOU,TEX,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Colton Shaver,C1,HOU,TEX,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Daniel Vogelbach,C1,TOR,@BOS,,2000,0.0,0.0,1.8,0.9,4.6,2.3,W 4 R-L
Jordy Mercer,3B,NYY,@NYM,,2000,0.0,0.0,3.0,1.5,2.7,1.4,W 8 Out
Garrett Stubbs,C1,HOU,TEX,,2000,0.0,0.0,0.0,0.0,0.8,0.4,In Dome
Steven Souza,OF,CHC,@PIT,,2400,0.0,0.0,7.5,3.1,6.6,2.7,W 2 L-R
Albert Almora,OF,CHC,@PIT,,2000,0.0,0.0,2.5,1.3,1.7,0.8,W 2 L-R
Jose Osuna,C1,PIT,CHC,,2100,0.0,0.0,4.5,2.1,3.9,1.8,W 2 L-R
Zack Collins,C1,CWS,@KC,,2000,0.0,0.0,2.4,1.2,1.7,0.9,W 8 L-R
Brandon Nimmo,OF,NYM,NYY,,2900,0.0,0.0,6.2,2.1,10.3,3.6,W 8 Out
Odubel Herrera,OF,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Jack Kruger,C1,LAA,SD,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Elliot Soto,SS,LAA,SD,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Christian Kelley,C1,PIT,CHC,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 2 L-R
Rodolfo Castro,SS,PIT,CHC,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 2 L-R
Mason Martin,C1,PIT,CHC,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 2 L-R
Rob Refsnyder,OF,TEX,@HOU,,2000,0.0,0.0,3.1,1.5,3.1,1.5,In Dome
Robinson Cano,2B,NYM,NYY,,3500,0.0,0.0,18.0,5.1,11.5,3.3,W 8 Out
Josh Bell,C1,PIT,CHC,,2800,0.0,0.0,12.5,4.5,7.4,2.6,W 2 L-R
Max Moroff,SS,NYM,NYY,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Mitch Walding,3B,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Nick Martini,OF,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Henri Lartigue,C1,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Patrick Mazeika,C1,NYM,NYY,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Johneshwy Fargas,OF,NYM,NYY,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Josh Palacios,OF,TOR,@BOS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 4 R-L
Jarrett Parker,OF,NYM,NYY,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Adam Haseley,OF,PHI,WAS,,2100,0.0,0.0,1.2,0.6,3.1,1.5,W 8 Out
Bo Bichette,SS,TOR,@BOS,,3500,0.0,0.0,26.9,7.7,15.8,4.5,W 4 R-L
Taylor Ward,3B,LAA,SD,,2000,0.0,0.0,0.0,0.0,3.5,1.8,W 9 Out
Matt Thaiss,3B,LAA,SD,,2000,0.0,0.0,3.1,1.5,3.1,1.5,W 9 Out
Miguel Andujar,3B,NYY,@NYM,,2000,0.0,0.0,1.8,0.9,1.8,0.9,W 8 Out
Ryan Cordell,OF,NYM,NYY,,2000,0.0,0.0,2.3,1.1,2.3,1.1,W 8 Out
Jacob Stallings,C1,PIT,CHC,,2200,0.0,0.0,8.7,4.0,7.8,3.5,W 2 L-R
Ryan Goins,3B,CWS,@KC,,2000,0.0,0.0,1.2,0.6,1.1,0.6,W 8 L-R
Billy Hamilton,OF,NYM,NYY,,2000,0.0,0.0,3.1,1.6,2.5,1.3,W 8 Out
Gleyber Torres,SS,NYY,@NYM,,2700,0.0,0.0,5.5,2.1,6.6,2.4,W 8 Out
Travis Swaggerty,C1,PIT,CHC,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 2 L-R
Anderson Tejeda,SS,TEX,@HOU,,2000,0.0,0.0,8.7,4.3,8.7,4.3,In Dome
Nick Dini,C1,KC,CWS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 L-R
Abraham Toro,3B,HOU,TEX,,2200,0.0,0.0,5.6,2.5,6.3,2.9,In Dome
Devin Mann,2B,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 5 Out
Miguel Vargas,3B,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 5 Out
Nick Tanielu,3B,HOU,TEX,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Michael Hermosillo,OF,LAA,SD,,2000,0.0,0.0,4.4,2.2,3.1,1.6,W 9 Out
Rafael Marchan,C1,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Rodolfo Duran,C1,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Nick Maton,SS,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Bryson Stott,SS,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Sebastian Rivero,C1,KC,CWS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 L-R
Phil Gosselin,3B,PHI,WAS,,2600,0.0,0.0,2.5,1.0,8.3,3.2,W 8 Out
Alex De Goti,2B,HOU,TEX,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Jamie Ritchie,C1,HOU,TEX,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Emilio Bonifacio,OF,WAS,@PHI,,2000,0.0,0.0,1.1,0.5,1.1,0.5,W 8 Out
Sammy Siani,OF,PIT,CHC,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 2 L-R
Ji-Hwan Bae,2B,PIT,CHC,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 2 L-R
CJ Abrams,SS,SD,@LAA,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Davis Wendzel,3B,TEX,@HOU,,2000,0.0,0.0,0.0,0.0,0.0,0.0,In Dome
Gabriel Moreno,C1,TOR,@BOS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 4 R-L
Max Stassi,C1,LAA,SD,,2200,0.0,0.0,3.7,1.7,8.0,3.7,W 9 Out
Ronald Torreyes,SS,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Riley Adams,C1,TOR,@BOS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 4 R-L
Tucupita Marcano,3B,SD,@LAA,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Webster Rivas,C1,SD,@LAA,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Robert Hassell,OF,SD,@LAA,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Wil Myers,OF,SD,@LAA,6,3400,0.0,0.0,13.2,3.9,12.5,3.7,W 9 Out
Scott Kingery,OF,PHI,WAS,,2200,0.0,0.0,7.6,3.5,3.8,1.7,W 8 Out
Wilmer Difo,SS,WAS,@PHI,,2000,0.0,0.0,0.6,0.3,0.6,0.3,W 8 Out
Justin Turner,3B,LAD,ARI,,3000,0.0,0.0,12.4,4.1,10.5,3.5,W 5 Out
Carson Taylor,C1,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 5 Out
Anthony Garcia,OF,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 5 Out
Ke'Bryan Hayes,3B,PIT,CHC,,2100,0.0,0.0,17.3,8.2,17.3,8.2,W 2 L-R
Kevin Newman,SS,PIT,CHC,,2300,0.0,0.0,7.5,3.3,6.7,2.9,W 2 L-R
Abraham Almonte,OF,SD,@LAA,,2000,0.0,0.0,3.0,1.5,3.0,1.5,W 9 Out
Rocky Gale,C1,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 5 Out
Estevan Florial,OF,NYY,@NYM,,2000,0.0,0.0,3.0,1.5,3.0,1.5,W 8 Out
Adolis Garcia,OF,TEX,@HOU,,2000,0.0,0.0,1.0,0.5,1.0,0.5,In Dome
Jonathan Davis,OF,TOR,@BOS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 4 R-L
Myles Straw,OF,HOU,TEX,,2000,0.0,0.0,5.7,2.9,5.7,2.8,In Dome
Michael Busch,2B,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 5 Out
Kody Hoese,3B,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 5 Out
Aaron Judge,OF,NYY,@NYM,,4000,0.0,0.0,12.5,3.1,15.6,3.9,W 8 Out
Christian Arroyo,2B,BOS,TOR,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 4 R-L
Luis Guillorme,2B,NYM,NYY,,2400,0.0,0.0,6.8,2.8,7.9,3.3,W 8 Out
Andres Gimenez,2B,NYM,NYY,,2100,0.0,0.0,7.5,3.6,6.0,2.9,W 8 Out
Oscar Hernandez,C1,KC,CWS,,2000,0.0,0.0,2.3,1.2,2.3,1.2,W 8 L-R
Mikie Mahtook,OF,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
