PLAYER,POS,TEAM,OPP,START,SAL,FPTS,VAL,FPTS L5,VAL L5,FPTS AVG,VAL AVG,WEATHER
Pete Alonso,C1,NYM,NYY,6,3500,10.8,3.1,8.3,2.4,9.7,2.8,W 8 Out
Didi Gregorius,SS,PHI,WAS,6,3000,10.7,3.6,10.1,3.4,10.6,3.6,W 8 Out
Gary Sanchez,C1,NYY,@NYM,4,2900,10.4,3.6,7.0,2.4,7.1,2.4,W 8 Out
Aaron Hicks,OF,NYY,@NYM,5,2800,10.4,3.7,8.0,2.9,8.2,2.9,W 8 Out
Brett Gardner,OF,NYY,@NYM,6,2500,10.4,4.1,2.5,1.0,6.4,2.6,W 8 Out
Eric Thames,C1,WAS,@PHI,6,2500,10.0,4.0,7.3,2.9,5.5,2.2,W 8 Out
Kurt Suzuki,C1,WAS,@PHI,7,2100,9.9,4.7,7.9,3.8,7.7,3.7,W 8 Out
Howie Kendrick,2B,WAS,@PHI,5,2800,9.7,3.5,8.7,3.1,8.2,2.9,W 8 Out
Adam Haseley,OF,PHI,WAS,9,2100,9.6,4.6,1.2,0.6,3.1,1.5,W 8 Out
Jean Segura,2B,PHI,WAS,7,2800,9.6,3.4,10.1,3.6,9.2,3.3,W 8 Out
J.D. Davis,OF,NYM,NYY,2,2700,9.6,3.5,4.9,1.8,8.7,3.2,W 8 Out
Robinson Cano,2B,NYM,NYY,5,3500,9.5,2.7,18.0,5.1,11.5,3.3,W 8 Out
Adam Eaton,OF,WAS,@PHI,2,2700,9.5,3.5,6.8,2.5,9.1,3.4,W 8 Out
Wilson Ramos,C1,NYM,NYY,7,2200,9.3,4.2,4.3,2.0,5.8,2.6,W 8 Out
Alec Bohm,3B,PHI,WAS,8,2500,9.1,3.6,9.4,3.8,9.7,3.9,W 8 Out
Jeff McNeil,3B,NYM,NYY,1,2500,9.1,3.6,10.5,4.2,6.7,2.7,W 8 Out
Victor Robles,OF,WAS,@PHI,9,2400,8.9,3.7,5.5,2.3,7.0,2.9,W 8 Out
Tyler Wade,SS,NYY,@NYM,9,2000,8.9,4.5,6.2,3.1,3.2,1.6,W 8 Out
Amed Rosario,SS,NYM,NYY,8,2400,8.8,3.7,5.0,2.1,6.5,2.7,W 8 Out
Mike Tauchman,OF,NYY,@NYM,8,2600,8.5,3.3,5.0,1.9,7.0,2.7,W 8 Out
Asdrubal Cabrera,3B,WAS,@PHI,3,2800,8.1,2.9,3.7,1.3,9.3,3.3,W 8 Out
Todd Frazier,3B,NYM,NYY,4,2600,7.7,3.0,3.0,1.2,7.1,2.7,W 8 Out
Brandon Nimmo,OF,NYM,NYY,9,2900,7.6,2.6,6.2,2.1,10.3,3.6,W 8 Out
Luis Garcia,2B,WAS,@PHI,8,2500,7.1,2.9,2.4,1.0,6.6,2.6,W 8 Out
Mike Ford,C1,NYY,@NYM,,2300,3.7,1.6,4.9,2.2,6.3,2.7,W 8 Out
Roman Quinn,OF,PHI,WAS,,2400,3.3,1.4,5.6,2.3,7.1,2.9,W 8 Out
Jake Marisnick,OF,NYM,NYY,,2000,3.2,1.6,7.5,3.7,4.0,2.0,W 8 Out
Robinson Chirinos,C1,NYM,NYY,,2000,3.2,1.6,3.0,1.5,3.8,1.9,W 8 Out
Dominic Smith,OF,NYM,NYY,,3500,3.0,0.8,5.6,1.6,12.2,3.5,W 8 Out
Thairo Estrada,SS,NYY,@NYM,,2200,2.8,1.3,3.1,1.4,3.5,1.6,W 8 Out
Kyle Higashioka,C1,NYY,@NYM,,2000,2.8,1.4,2.3,1.2,2.3,1.2,W 8 Out
Yan Gomes,C1,WAS,@PHI,,2600,2.8,1.1,9.1,3.5,9.9,3.8,W 8 Out
Erik Kratz,C1,NYY,@NYM,,2000,2.8,1.4,4.9,2.5,4.6,2.3,W 8 Out
Brock Holt,SS,WAS,@PHI,,2000,2.8,1.4,1.2,0.6,1.8,0.9,W 8 Out
Josh Harrison,2B,WAS,@PHI,,2500,2.7,1.1,10.0,4.0,9.4,3.7,W 8 Out
Michael Taylor,OF,WAS,@PHI,,2300,2.6,1.1,7.5,3.3,5.6,2.4,W 8 Out
Luis Guillorme,2B,NYM,NYY,,2400,2.6,1.1,6.8,2.8,7.9,3.3,W 8 Out
Andres Gimenez,2B,NYM,NYY,,2100,2.6,1.3,7.5,3.6,6.0,2.9,W 8 Out
Patrick Mazeika,C1,NYM,NYY,,2000,2.6,1.3,0.0,0.0,0.0,0.0,W 8 Out
Neil Walker,2B,PHI,WAS,,2000,2.6,1.3,5.1,2.6,4.1,2.1,W 8 Out
Billy Hamilton,OF,NYM,NYY,,2000,2.6,1.3,3.1,1.6,2.5,1.3,W 8 Out
Ali Sanchez,C1,NYM,NYY,,2000,2.6,1.3,1.2,0.6,1.2,0.6,W 8 Out
Phil Gosselin,3B,PHI,WAS,,2600,2.6,1.0,2.5,1.0,8.3,3.2,W 8 Out
Andrew Knapp,C1,PHI,WAS,,2000,2.4,1.2,8.1,4.0,6.0,3.0,W 8 Out
Wilmer Difo,SS,WAS,@PHI,,2000,2.3,1.2,0.6,0.3,0.6,0.3,W 8 Out
Rob Brantly,C1,NYY,@NYM,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Giancarlo Stanton,OF,NYY,@NYM,,3600,0.0,0.0,9.9,2.7,12.2,3.4,W 8 Out
Carter Kieboom,3B,WAS,@PHI,,2100,0.0,0.0,4.3,2.1,6.6,3.1,W 8 Out
Estevan Florial,OF,NYY,@NYM,,2000,0.0,0.0,3.0,1.5,3.0,1.5,W 8 Out
Raudy Read,C1,WAS,@PHI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Tomas Nido,C1,NYM,NYY,,2300,0.0,0.0,13.3,5.8,11.7,5.1,W 8 Out
Ryan Cordell,OF,NYM,NYY,,2000,0.0,0.0,2.3,1.1,2.3,1.1,W 8 Out
Ronald Torreyes,SS,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Rosell Herrera,OF,NYY,@NYM,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Brett Baty,3B,NYM,NYY,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Simon Muzziotti,OF,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Rafael Marchan,C1,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Rodolfo Duran,C1,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Mikie Mahtook,OF,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Odubel Herrera,OF,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Aaron Judge,OF,NYY,@NYM,,4000,0.0,0.0,12.5,3.1,15.6,3.9,W 8 Out
Scott Kingery,OF,PHI,WAS,,2200,0.0,0.0,7.6,3.5,3.8,1.7,W 8 Out
Nick Martini,OF,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Johneshwy Fargas,OF,NYM,NYY,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Andrew Stevenson,OF,WAS,@PHI,,2000,0.0,0.0,4.1,2.0,4.1,2.0,W 8 Out
Nick Maton,SS,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Bryson Stott,SS,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Jordy Mercer,3B,NYY,@NYM,,2000,0.0,0.0,3.0,1.5,2.7,1.4,W 8 Out
Jakson Reetz,C1,WAS,@PHI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Yadiel Hernandez,OF,WAS,@PHI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Henri Lartigue,C1,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Gleyber Torres,SS,NYY,@NYM,,2700,0.0,0.0,5.5,2.1,6.6,2.4,W 8 Out
Guillermo Heredia,OF,NYM,NYY,,2000,0.0,0.0,6.9,3.4,4.3,2.2,W 8 Out
Max Moroff,SS,NYM,NYY,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Israel Pineda,C1,WAS,@PHI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Drew Mendoza,3B,WAS,@PHI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Jeremy De La Rosa,OF,WAS,@PHI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Emilio Bonifacio,OF,WAS,@PHI,,2000,0.0,0.0,1.1,0.5,1.1,0.5,W 8 Out
David Rodriguez,C1,NYM,NYY,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Jake Hager,C1,NYM,NYY,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Jarrett Parker,OF,NYM,NYY,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Miguel Andujar,3B,NYY,@NYM,,2000,0.0,0.0,1.8,0.9,1.8,0.9,W 8 Out
Kyle Garlick,OF,PHI,WAS,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
